title,park,date,rating,cc,location.latitude,location.longitude,datayear,day,address,community,geocode_address,datamonth
The Lego Movie,"Bartelme, Mary Park",2017-06-27T05:00:00Z,PG,Yes,41.879642,-87.650804,2017,Tue,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",06
Instructions Not Included,Wolfe Playground Park,2017-07-29T05:00:00Z,PG-13,Yes,41.699134,-87.542709,2017,Sat,3325 E. 108th St.,EAST SIDE,"3325 E. 108th St., Chicago, IL",07
Finding Dory,Maplewood Playlot Park,2017-08-11T05:00:00Z,PG,Yes,41.911016,-87.690906,2017,Fri,1640 N.Maplewood Ave.,WEST TOWN,"1640 N.Maplewood Ave., Chicago, IL",08
Zootopia,Cotton Tail Park,2017-08-16T05:00:00Z,PG,Yes,41.861916,-87.629097,2017,Wed,44 W. 15th St.,NEAR SOUTH SIDE,"44 W. 15th St., Chicago, IL",08
Captain America,Chase Park,2017-07-27T05:00:00Z,PG-13,Yes,41.967097,-87.669326,2017,Thu,4701 N. Ashland Ave.,WEST TOWN,"4701 N. Ashland Ave., Chicago, IL",07
Ghostbusters (2016),Anderson Playground Park,2017-06-16T05:00:00Z,PG-13,Yes,41.827101,-87.620457,2017,Fri,3748 S. Prairie Ave.,DOUGLAS,"3748 S. Prairie Ave., Chicago, IL",06
Ghostbusters (2016),Winnemac Park,2017-06-17T05:00:00Z,PG-13,Yes,41.974286,-87.684226,2017,Sat,5100 N. Leavitt St,LINCOLN SQUARE,"5100 N. Leavitt St, Chicago, IL",06
Rogue One,Webster Park,2017-06-27T05:00:00Z,PG-13,Yes,41.864392,-87.622376,2017,Tue,1357 S. Indiana Ave.,NEAR SOUTH SIDE,"1357 S. Indiana Ave., Chicago, IL",06
The Secret Life of Pets,Foster Park,2017-06-14T05:00:00Z,PG,Yes,41.741362,-87.659652,2017,Wed,1440 W. 84th St.,AUBURN GRESHAM,"1440 W. 84th St., Chicago, IL",06
Southside With You,Grand Crossing Park,2017-08-01T05:00:00Z,PG-13,Yes,41.755786,-87.60167,2017,Tue,7655 S. Ingleside Ave.,CHATHAM,"7655 S. Ingleside Ave., Chicago, IL",08
Sing,Calumet Park,2017-07-24T05:00:00Z,PG,Yes,41.717823,-87.531589,2017,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",07
Raising Arizona,Wicker Park,2017-06-29T05:00:00Z,PG-13,Yes,41.90763,-87.677389,2017,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",06
Sing,Rutherford Sayre Park,2017-07-07T05:00:00Z,PG,Yes,41.921134,-87.798468,2017,Fri,6871 W. Belden Ave.,MONTCLARE,"6871 W. Belden Ave., Chicago, IL",07
Finding Dory,Gill Park,2017-07-13T05:00:00Z,PG,Yes,41.952738,-87.650669,2017,Thu,825 W. Sheridan Rd.,LAKE VIEW,"825 W. Sheridan Rd., Chicago, IL",07
The Little Mermaid,Athletic Field Park,2017-08-25T05:00:00Z,G,Yes,41.946538,-87.715942,2017,Fri,3546 W. Addison St.,AVONDALE,"3546 W. Addison St., Chicago, IL",08
The LEGO Batman Movie,Cragin Park,2017-08-08T05:00:00Z,PG,Yes,41.9282,-87.758743,2017,Tue,2611 N. Lockwood Ave.,BELMONT CRAGIN,"2611 N. Lockwood Ave., Chicago, IL",08
The LEGO Batman Movie,Edgebrook Park,2017-08-17T05:00:00Z,PG,Yes,41.999284,-87.761796,2017,Thu,6525 N. Hiawatha Ave.,FOREST GLEN,"6525 N. Hiawatha Ave., Chicago, IL",08
The Secret Life of Pets,Kenwood Community Park,2017-07-14T05:00:00Z,PG,Yes,41.804204,-87.593853,2017,Fri,1330 E. 50th St.,KENWOOD,"1330 E. 50th St., Chicago, IL",07
The LEGO Batman Movie,West Lawn Park,2017-06-22T05:00:00Z,PG,Yes,41.774943,-87.728278,2017,Thu,4233 W. 65th St.,WEST LAWN,"4233 W. 65th St., Chicago, IL",06
Sing,West Lawn Park,2017-08-01T05:00:00Z,PG,Yes,41.774943,-87.728278,2017,Tue,4233 W. 65th St.,WEST LAWN,"4233 W. 65th St., Chicago, IL",08
Chicago Onscreen Local Film Showcase,Ellis Park,2017-08-31T05:00:00Z,NR,No,41.830713,-87.610379,2017,Thu,3520 S. Cottage Grove Ave.,OAKLAND,"3520 S. Cottage Grove Ave., Chicago, IL",08
Romeo + Juliet,Harold Washington Playlot Park,2017-07-31T05:00:00Z,PG-13,Yes,41.800598,-87.584362,2017,Mon,5200 S. Hyde Park Blvd.,HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",07
City Slickers,Chicago History Museum,2017-08-22T05:00:00Z,PG-13,Yes,41.911789,-87.631947,2017,Tue,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",08
Hop,Rosedale Park,2017-08-15T05:00:00Z,PG,Yes,41.988423,-87.787031,2017,Tue,6312 W. Rosedale Ave.,NORWOOD PARK,"6312 W. Rosedale Ave., Chicago, IL",08
Trolls,Jensen Park,2017-08-25T05:00:00Z,PG,Yes,41.9657,-87.720608,2017,Fri,4650 N. Lawndale Ave.,ALBANY PARK,"4650 N. Lawndale Ave., Chicago, IL",08
Finding Dory,Shedd Park,2017-08-10T05:00:00Z,PG,Yes,41.849847,-87.716566,2017,Thu,3660 W. 23rd St.,SOUTH LAWNDALE,"3660 W. 23rd St., Chicago, IL",08
Lean On Me,Calumet Park,2017-08-14T05:00:00Z,PG-13,Yes,41.717823,-87.531589,2017,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",08
Tyler Perry's Boo: A Madea Halloween,Shedd Park,2017-08-29T05:00:00Z,PG-13,Yes,41.849847,-87.716566,2017,Tue,3660 W. 23rd St.,SOUTH LAWNDALE,"3660 W. 23rd St., Chicago, IL",08
Queen of Katwe,Holstein Park,2017-07-10T05:00:00Z,PG,Yes,41.922402,-87.685509,2017,Mon,2200 N. Oakley Ave.,LOGAN SQUARE,"2200 N. Oakley Ave., Chicago, IL",07
The LEGO Batman Movie,Wrightwood Park,2017-08-18T05:00:00Z,PG,Yes,41.927985,-87.665809,2017,Fri,2534 N. Greenview Ave.,LAKE VIEW,"2534 N. Greenview Ave., Chicago, IL",08
Hidden Figures,Tuley Park,2017-06-19T05:00:00Z,PG,Yes,41.730111,-87.60948,2017,Mon,501 E. 90th Pl.,CHATHAM,"501 E. 90th Pl., Chicago, IL",06
Big Hero 6,Maggie Daley Park,2017-07-25T05:00:00Z,PG,Yes,41.884351,-87.620142,2017,Tue,337 E. Randolph St.,LOOP,"337 E. Randolph St., Chicago, IL",07
Sing,Clark (John) Park,2017-08-25T05:00:00Z,PG,Yes,41.876926,-87.740505,2017,Fri,4615 W. Jackson Blvd.,WEST GARFIELD PARK,"4615 W. Jackson Blvd., Chicago, IL",08
Hotel Transylvania,Kelly Park,2017-08-11T05:00:00Z,PG,Yes,41.819371,-87.693257,2017,Fri,2725 W. 41st St.,BRIGHTON PARK,"2725 W. 41st St., Chicago, IL",08
Zootopia,Simons Park,2017-07-20T05:00:00Z,PG,Yes,41.911382,-87.714974,2017,Thu,1640 N. Drake Ave.,HUMBOLDT PARK,"1640 N. Drake Ave., Chicago, IL",07
The Wicker Man,Wicker Park,2017-07-20T05:00:00Z,PG-13,Yes,41.90763,-87.677389,2017,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",07
The Secret Life of Pets,Senka Park,2017-07-20T05:00:00Z,PG,Yes,41.790475,-87.710771,2017,Thu,5656 S. St. Louis Ave.,GAGE PARK,"5656 S. St. Louis Ave., Chicago, IL",07
Chicago Onscreen Local Film Showcase,Northerly Island Park,2017-08-29T05:00:00Z,NR,No,41.860664,-87.610261,2017,Tue,1521 S. Linn White Dr.,NEAR SOUTH SIDE,"1521 S. Linn White Dr., Chicago, IL",08
The Secret Life of Pets,Ken-Well Park,2017-07-08T05:00:00Z,PG,Yes,41.934672,-87.733842,2017,Sat,2945 N. Kenosha Ave.,HERMOSA,"2945 N. Kenosha Ave., Chicago, IL",07
Sing,Hadiya Pendleton Park,2017-08-11T05:00:00Z,PG,Yes,41.815818,-87.618305,2017,Fri,4345 S. Calumet Ave.,GRAND BOULEVARD,"4345 S. Calumet Ave., Chicago, IL",08
Fantastic Beasts and Where to Find Them,Piotrowski Park,2017-07-16T05:00:00Z,PG-13,Yes,41.836813,-87.731076,2017,Sun,4247 W. 31st St.,SOUTH LAWNDALE,"4247 W. 31st St., Chicago, IL",07
Chicago Onscreen Local Film Showcase,Ping Tom Park,2017-09-01T05:00:00Z,NR,No,41.858695,-87.6319,2017,Fri,1700 S. Wentworth Ave.,NEAR SOUTH SIDE,"1700 S. Wentworth Ave., Chicago, IL",09
Top Gun,Chase Park,2017-06-29T05:00:00Z,PG,Yes,41.967097,-87.669326,2017,Thu,4701 N. Ashland Ave.,WEST TOWN,"4701 N. Ashland Ave., Chicago, IL",06
Hotel Transylvania 2,Kells Playground Park,2017-06-20T05:00:00Z,PG,Yes,41.895563,-87.706576,2017,Tue,3201 W. Chicago Ave.,WEST TOWN,"3201 W. Chicago Ave., Chicago, IL",06
The Dark Knight,Haas Park,2017-06-20T05:00:00Z,PG-13,Yes,41.924954,-87.694974,2017,Tue,2402 N. Washtenaw Ave.,LOGAN SQUARE,"2402 N. Washtenaw Ave., Chicago, IL",06
Trolls,Sumner Park,2017-06-29T05:00:00Z,PG,Yes,41.870728,-87.733605,2017,Thu,4320 W. 5th Ave.,WEST GARFIELD PARK,"4320 W. 5th Ave., Chicago, IL",06
I Am Not Your Negro,DuSable Museum of African American History,2017-08-10T05:00:00Z,PG-13,Yes,41.793186,-87.605804,2017,Thu,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",08
The Secret Life of Pets,Cornell Square Park,2017-06-16T05:00:00Z,PG,Yes,41.803113,-87.670689,2017,Fri,1809 W. 50th St.,NEW CITY,"1809 W. 50th St., Chicago, IL",06
Moana,Sauganash Park,2017-08-05T05:00:00Z,PG,Yes,41.987404,-87.738313,2017,Sat,5861 N. Kostner Ave.,FOREST GLEN,"5861 N. Kostner Ave., Chicago, IL",08
Big,Lincoln Park Cultural Center,2017-06-28T05:00:00Z,PG,Yes,41.9197,-87.63638,2017,Wed,2045 N. Lincoln Park West,LINCOLN PARK,"2045 N. Lincoln Park West, Chicago, IL",06
X-Men: Apocalypse,Pulaski Park,2017-08-26T05:00:00Z,PG-13,Yes,41.907049,-87.663404,2017,Sat,1419 W. Blackhawk St.,WEST TOWN,"1419 W. Blackhawk St., Chicago, IL",08
A Cat in Paris,Winnemac Park,2017-06-14T05:00:00Z,PG,No,41.974286,-87.684226,2017,Wed,5100 N. Leavitt St,LINCOLN SQUARE,"5100 N. Leavitt St, Chicago, IL",06
Rogue One,South Shore Cultural Center,2017-08-21T05:00:00Z,PG-13,Yes,41.766242,-87.562783,2017,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
The Secret Life of Pets,Ogden park,2017-07-13T05:00:00Z,PG,Yes,41.775984,-87.654426,2017,Thu,6500 S. Racine Ave.,ENGLEWOOD,"6500 S. Racine Ave., Chicago, IL",07
Moonstruck,Wicker Park,2017-06-15T05:00:00Z,PG,Yes,41.90763,-87.677389,2017,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",06
National Treasure,Wicker Park,2017-07-06T05:00:00Z,PG,Yes,41.90763,-87.677389,2017,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",07
Independence Day: Resurgence,Hamilton Park,2017-08-02T05:00:00Z,PG-13,Yes,41.763485,-87.63878,2017,Wed,513 W. 72nd St.,ENGLEWOOD,"513 W. 72nd St., Chicago, IL",08
Rogue One,A. Montgomery Ward Park,2017-07-11T05:00:00Z,PG-13,Yes,41.892878,-87.640952,2017,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",07
Dirty Dancing,Grant Park: Grove 5,2017-06-19T05:00:00Z,PG-13,Yes,41.872058,-87.620555,2017,Mon,800 S. Columbus Dr.,LOOP,"800 S. Columbus Dr., Chicago, IL",06
The Sandlot,Kilbourn Park,2017-07-21T05:00:00Z,PG,Yes,41.944504,-87.739651,2017,Fri,3501 N. Kilbourn Ave.,IRVING PARK,"3501 N. Kilbourn Ave., Chicago, IL",07
Drop Dead Fred,Minuteman Park,2017-06-23T05:00:00Z,PG-13,Yes,41.784098,-87.761961,2017,Fri,5940 S. Central Ave.,CLEARING,"5940 S. Central Ave., Chicago, IL",06
The Magnificent Seven (2016),Dawes Park,2017-07-22T05:00:00Z,PG-13,Yes,41.747193,-87.673082,2017,Sat,8052 S. Damen Ave.,MCKINLEY PARK,"8052 S. Damen Ave., Chicago, IL",07
Chicago Onscreen Local Film Showcase,Chase Park,2017-09-02T05:00:00Z,NR,No,41.967097,-87.669326,2017,Sat,4701 N. Ashland Ave.,WEST TOWN,"4701 N. Ashland Ave., Chicago, IL",09
Sing,Olympia Park,2017-06-28T05:00:00Z,PG,Yes,41.999736,-87.814958,2017,Wed,6566 N. Avondale Ave.,EDISON PARK,"6566 N. Avondale Ave., Chicago, IL",06
The Wizard of Oz,Oz Park,2017-08-26T05:00:00Z,G,Yes,41.919044,-87.647303,2017,Sat,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",08
Como en el Cine/Like in the Movies,Harrison Park,2017-06-28T05:00:00Z,NR,Yes,41.856811,-87.671063,2017,Wed,1824 S. Wood St.,LOWER WEST SIDE,"1824 S. Wood St., Chicago, IL",06
Fences,Lowe Playground Park,2017-06-22T05:00:00Z,PG-13,Yes,41.799823,-87.641609,2017,Thu,5203 S. Lowe Ave.,NEW CITY,"5203 S. Lowe Ave., Chicago, IL",06
Raiders of the Lost Ark,Webster Park,2017-07-17T05:00:00Z,PG,Yes,41.864392,-87.622376,2017,Mon,1357 S. Indiana Ave.,NEAR SOUTH SIDE,"1357 S. Indiana Ave., Chicago, IL",07
The Sandlot,Eckhart Park,2017-08-27T05:00:00Z,PG,Yes,41.896208,-87.660751,2017,Sun,1330 W. Chicago Ave.,WEST TOWN,"1330 W. Chicago Ave., Chicago, IL",08
Sing,Senn Playlot Park,2017-07-01T05:00:00Z,PG,Yes,41.988713,-87.668464,2017,Sat,5887 N. Ridge Ave.,EDGEWATER,"5887 N. Ridge Ave., Chicago, IL",07
Power Rangers,Davis Square Park,2017-08-08T05:00:00Z,PG-13,Yes,41.813515,-87.666312,2017,Tue,4430 S. Marshfield Ave.,NEW CITY,"4430 S. Marshfield Ave., Chicago, IL",08
The LEGO Batman Movie,Kennicott Park,2017-07-29T05:00:00Z,PG,Yes,41.814477,-87.597067,2017,Sat,4434 S. Lake Park Ave.,OAKLAND,"4434 S. Lake Park Ave., Chicago, IL",07
Chicago Onscreen Local Film Showcase,Wicker Park,2017-08-31T05:00:00Z,NR,No,41.90763,-87.677389,2017,Thu,1425 N. Damen Ave.,WEST TOWN,"1425 N. Damen Ave., Chicago, IL",08
Sully,A. Montgomery Ward Park,2017-08-08T05:00:00Z,PG-13,Yes,41.892878,-87.640952,2017,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",08
Trolls,Kelly Park,2017-07-21T05:00:00Z,PG,Yes,41.819371,-87.693257,2017,Fri,2725 W. 41st St.,BRIGHTON PARK,"2725 W. 41st St., Chicago, IL",07
La La Land,"Bartelme, Mary Park",2017-06-14T05:00:00Z,PG-13,Yes,41.879642,-87.650804,2017,Wed,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",06
Fantastic Beasts and Where to Find Them,Gross Park,2017-07-22T05:00:00Z,PG-13,Yes,41.968581,-87.696593,2017,Sat,2708 W. Lawrence Ave.,LINCOLN SQUARE,"2708 W. Lawrence Ave., Chicago, IL",07
Finding Dory,Jesse White Community Center,2017-07-26T05:00:00Z,PG,Yes,41.896584,-87.639255,2017,Wed,412 W. Chicago Ave.,WEST TOWN,"412 W. Chicago Ave., Chicago, IL",07
Sing,Unity Playlot Park,2017-08-19T05:00:00Z,PG,Yes,41.929239,-87.712198,2017,Sat,2636 N. Kimball Ave.,LOGAN SQUARE,"2636 N. Kimball Ave., Chicago, IL",08
Top Hat,Belmont Harbor,2017-08-21T05:00:00Z,NR,No,41.940216,-87.63955,2017,Mon,3200 N. Lake Shore Dr.,LAKE VIEW,"3200 N. Lake Shore Dr., Chicago, IL",08
Moana,Chicago Women's Park and Gardens,2017-08-12T05:00:00Z,PG,Yes,41.857935,-87.622279,2017,Sat,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",08
Toy Story,Horner Park,2017-07-15T05:00:00Z,PG,Yes,41.961286,-87.697294,2017,Sat,2741 W. Montrose Ave.,IRVING PARK,"2741 W. Montrose Ave., Chicago, IL",07
The Sandlot,Stout Park,2017-08-12T05:00:00Z,PG,Yes,41.796564,-87.599675,2017,Sat,5446 S. Greenwood Ave.,HYDE PARK,"5446 S. Greenwood Ave., Chicago, IL",08
Sing,Haas Park,2017-08-22T05:00:00Z,PG,Yes,41.924954,-87.694974,2017,Tue,2402 N. Washtenaw Ave.,LOGAN SQUARE,"2402 N. Washtenaw Ave., Chicago, IL",08
The BFG,"Bartelme, Mary Park",2017-08-16T05:00:00Z,PG,Yes,41.879642,-87.650804,2017,Wed,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",08
The Secret Life of Pets,Graver Park,2017-08-23T05:00:00Z,PG,Yes,41.707271,-87.660397,2017,Wed,1518 W. 102nd Pl.,BEVERLY,"1518 W. 102nd Pl., Chicago, IL",08
Jumanji,Mayfair Park,2017-06-16T05:00:00Z,PG,Yes,41.962597,-87.7422,2017,Fri,4550 W. Sunnyside Ave.,IRVING PARK,"4550 W. Sunnyside Ave., Chicago, IL",06
Angels in the Outfield,Oz Park,2017-06-22T05:00:00Z,PG,Yes,41.919044,-87.647303,2017,Thu,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",06
Kung Fu Panda 3,Emmerson Park,2017-07-23T05:00:00Z,PG,Yes,41.994338,-87.676586,2017,Sun,1820 W. Granville Ave.,WEST RIDGE,"1820 W. Granville Ave., Chicago, IL",07
Sing,South Shore Cultural Center,2017-08-14T05:00:00Z,PG,Yes,41.766242,-87.562783,2017,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
Gone in 60 Seconds,Wicker Park,2017-08-24T05:00:00Z,PG-13,Yes,41.90763,-87.677389,2017,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",08
Ghostbusters (2016),Park No. 574,2017-08-24T05:00:00Z,PG-13,Yes,41.877529,-87.690647,2017,Thu,2540 W. Jackson Blvd.,LOOP,"2540 W. Jackson Blvd., Chicago, IL",08
Sing,Avalon Park,2017-07-28T05:00:00Z,PG,Yes,41.744101,-87.594181,2017,Fri,1215 E. 83rd St.,AVALON PARK,"1215 E. 83rd St., Chicago, IL",07
Queen of Katwe,Columbus Park,2017-06-23T05:00:00Z,PG,Yes,41.873961,-87.764595,2017,Fri,500 S. Central Ave.,AUSTIN,"500 S. Central Ave., Chicago, IL",06
The Magnificent Seven (2016),White (Edward H.) Park,2017-07-27T05:00:00Z,PG-13,Yes,41.672243,-87.650157,2017,Thu,1120 W. 122nd St.,WEST PULLMAN,"1120 W. 122nd St., Chicago, IL",07
The Magnificent Seven (2016),West Chatham Park,2017-06-16T05:00:00Z,PG-13,Yes,41.744298,-87.63173,2017,Fri,8223 S. Princeton Ave.,CHATHAM,"8223 S. Princeton Ave., Chicago, IL",06
Trolls,River Park,2017-07-17T05:00:00Z,PG,Yes,41.973861,-87.701292,2017,Mon,5100 N. Francisco Ave.,ALBANY PARK,"5100 N. Francisco Ave., Chicago, IL",07
Wall-E,Jonquil Playlot Park,2017-08-25T05:00:00Z,G,Yes,41.929029,-87.653839,2017,Fri,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",08
Space Jam,Rowan Park,2017-06-24T05:00:00Z,PG,Yes,41.685148,-87.53645,2017,Sat,11546 S. Avenue L,HEGEWISCH,"11546 S. Avenue L, Chicago, IL",06
Los Fabulosos Ma Mejores,Hermosa Park,2017-07-26T05:00:00Z,NR,Yes,41.921715,-87.738909,2017,Wed,2240 N. Kilbourn Ave.,HERMOSA,"2240 N. Kilbourn Ave., Chicago, IL",07
Sing,Owens Park,2017-06-29T05:00:00Z,PG,Yes,41.734405,-87.573238,2017,Thu,8800 S. Clyde,CALUMET HEIGHTS,"8800 S. Clyde, Chicago, IL",06
Captain America: Civil War,Brainerd Park,2017-07-05T05:00:00Z,PG-13,Yes,41.726792,-87.654282,2017,Wed,1246 W. 92nd St.,WASHINGTON HEIGHTS,"1246 W. 92nd St., Chicago, IL",07
The Secret Life of Pets,A. Montgomery Ward Park,2017-08-22T05:00:00Z,PG,Yes,41.892878,-87.640952,2017,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",08
Sing,Pasteur Park,2017-08-10T05:00:00Z,PG,Yes,41.786168,-87.732757,2017,Thu,5825 S. Kostner Ave,WEST LAWN,"5825 S. Kostner Ave, Chicago, IL",08
The Sandlot,Bell Park,2017-08-15T05:00:00Z,PG,Yes,41.935253,-87.795593,2017,Tue,3020 N. Oak Park Ave.,MONTCLARE,"3020 N. Oak Park Ave., Chicago, IL",08
The LEGO Batman Movie,Independence Park,2017-07-21T05:00:00Z,PG,Yes,41.952657,-87.72507,2017,Fri,3945 N. Springfield Ave.,IRVING PARK,"3945 N. Springfield Ave., Chicago, IL",07
Trolls,Hermitage Park,2017-06-17T05:00:00Z,PG,Yes,41.787531,-87.669252,2017,Sat,5839 S. Wood St.,WEST ENGLEWOOD,"5839 S. Wood St., Chicago, IL",06
Moana,Normandy Playground Park,2017-07-27T05:00:00Z,PG,Yes,41.797751,-87.788917,2017,Thu,6660 W. 52nd St.,GARFIELD RIDGE,"6660 W. 52nd St., Chicago, IL",07
Kung Fu Panda 3,Wentworth Park,2017-06-30T05:00:00Z,PG,Yes,41.790224,-87.779233,2017,Fri,5625 S. Mobile Ave.,GARFIELD RIDGE,"5625 S. Mobile Ave., Chicago, IL",06
The Lego Movie,Haas Park,2017-07-25T05:00:00Z,PG,Yes,41.924954,-87.694974,2017,Tue,2402 N. Washtenaw Ave.,LOGAN SQUARE,"2402 N. Washtenaw Ave., Chicago, IL",07
Sing,Vittum Park,2017-08-04T05:00:00Z,PG,Yes,41.801881,-87.762183,2017,Fri,5010 W. 50th St.,GARFIELD RIDGE,"5010 W. 50th St., Chicago, IL",08
Hook,Oz Park,2017-06-30T05:00:00Z,PG,Yes,41.919044,-87.647303,2017,Fri,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",06
Almost Christmas,Tilton Park,2017-08-14T05:00:00Z,PG-13,Yes,41.885906,-87.735629,2017,Mon,305 N. Kostner Ave.,WEST GARFIELD PARK,"305 N. Kostner Ave., Chicago, IL",08
Guardians of the Galaxy,Bosley Playground Park,2017-07-22T05:00:00Z,PG-13,Yes,41.839324,-87.653616,2017,Sat,3044 S. Bonfield St.,BRIDGEPORT,"3044 S. Bonfield St., Chicago, IL",07
Moana,Schreiber Playground Park,2017-07-28T05:00:00Z,PG,Yes,41.998905,-87.669743,2017,Fri,1552 W. Schreiber Ave.,ROGERS PARK,"1552 W. Schreiber Ave., Chicago, IL",07
The Secret Life of Pets,Sheridan Park,2017-07-12T05:00:00Z,PG,Yes,41.870662,-87.654257,2017,Wed,910 S. Aberdeen St.,NEAR WEST SIDE,"910 S. Aberdeen St., Chicago, IL",07
Fantastic Beasts and Where to Find Them,Athletic Field Park,2017-06-23T05:00:00Z,PG-13,Yes,41.946538,-87.715942,2017,Fri,3546 W. Addison St.,AVONDALE,"3546 W. Addison St., Chicago, IL",06
Sing,Independence Park,2017-06-23T05:00:00Z,PG,Yes,41.952657,-87.72507,2017,Fri,3945 N. Springfield Ave.,IRVING PARK,"3945 N. Springfield Ave., Chicago, IL",06
Airplane!,Chicago History Museum,2017-07-25T05:00:00Z,PG,Yes,41.911789,-87.631947,2017,Tue,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",07
Finding Dory,Senn Playlot Park,2017-08-05T05:00:00Z,PG,Yes,41.988713,-87.668464,2017,Sat,5887 N. Ridge Ave.,EDGEWATER,"5887 N. Ridge Ave., Chicago, IL",08
Chicago Onscreen Local Film Showcase,Calumet Park,2017-09-01T05:00:00Z,NR,No,41.717823,-87.531589,2017,Fri,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",09
Ferris Bueller's Day Off,A. Montgomery Ward Park,2017-06-20T05:00:00Z,PG-13,Yes,41.892878,-87.640952,2017,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",06
X-Men: Apocalypse,Meyering Playground Park,2017-07-07T05:00:00Z,PG-13,Yes,41.764855,-87.615274,2017,Fri,7140 S. Martin Luther King Dr.,GREATER GRAND CROSSING,"7140 S. Martin Luther King Dr., Chicago, IL",07
Field of Dreams,Chicago History Museum,2017-06-27T05:00:00Z,PG,Yes,41.911789,-87.631947,2017,Tue,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",06
Hidden Figures,Douglas Park Cultural and Community Center,2017-08-06T05:00:00Z,PG,Yes,41.862686,-87.701891,2017,Sun,1401 S. Sacramento Dr.,NORTH LAWNDALE,"1401 S. Sacramento Dr., Chicago, IL",08
Ghostbusters (2016),Bogan Park,2017-07-06T05:00:00Z,PG-13,Yes,41.749467,-87.720399,2017,Thu,3939 W. 79th St.,ASHBURN,"3939 W. 79th St., Chicago, IL",07
Field of Dreams,Norwood Park,2017-08-24T05:00:00Z,PG,Yes,41.98646,-87.794131,2017,Thu,5801 N. Natoma Ave.,NORWOOD PARK,"5801 N. Natoma Ave., Chicago, IL",08
Tyler Perry's Boo: A Madea Halloween,Oakdale Park,2017-07-28T05:00:00Z,PG-13,Yes,41.721324,-87.648147,2017,Fri,965 W. 95th St.,WASHINGTON HEIGHTS,"965 W. 95th St., Chicago, IL",07
Queen of Katwe,Clarendon Park Community Center,2017-08-21T05:00:00Z,PG,Yes,41.963681,-87.649962,2017,Mon,4501 N. Clarendon Ave.,UPTOWN,"4501 N. Clarendon Ave., Chicago, IL",08
Moana,Hamlin Park,2017-09-07T05:00:00Z,PG,Yes,41.937197,-87.680691,2017,Thu,3035 N. Hoyne Ave.,NORTH CENTER,"3035 N. Hoyne Ave., Chicago, IL",09
Moana,Abbott Park,2017-08-18T05:00:00Z,PG,Yes,41.721687,-87.622358,2017,Fri,49 E. 95th St.,ROSELAND,"49 E. 95th St., Chicago, IL",08
Wall-E,Cotton Tail Park,2017-08-23T05:00:00Z,G,Yes,41.861916,-87.629097,2017,Wed,44 W. 15th St.,NEAR SOUTH SIDE,"44 W. 15th St., Chicago, IL",08
Arrival,Jonquil Playlot Park,2017-07-23T05:00:00Z,PG-13,Yes,41.929029,-87.653839,2017,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",07
April and the Extraordinary World,A. Montgomery Ward Park,2017-08-28T05:00:00Z,PG,Yes,41.892878,-87.640952,2017,Mon,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",08
